time,open,high,low,close,position,strategy,status_trade,pts_final,cstrategy,equity
2025-06-23 09:00:00,139695.0,139780.0,139455.0,139615.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:05:00,139620.0,139885.0,139590.0,139625.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:10:00,139625.0,139920.0,139600.0,139915.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:15:00,139915.0,139945.0,139525.0,139570.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:20:00,139575.0,139745.0,139540.0,139700.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:25:00,139705.0,139760.0,139535.0,139640.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:30:00,139640.0,139660.0,139475.0,139510.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:35:00,139505.0,139650.0,139505.0,139635.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:40:00,139630.0,139790.0,139595.0,139745.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:45:00,139750.0,139895.0,139665.0,139705.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:50:00,139710.0,139800.0,139635.0,139790.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 09:55:00,139785.0,139910.0,139730.0,139755.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:00:00,139750.0,139810.0,139655.0,139715.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:05:00,139720.0,139815.0,139480.0,139480.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:10:00,139480.0,139635.0,139390.0,139405.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:15:00,139410.0,139580.0,139400.0,139440.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:20:00,139445.0,139465.0,139290.0,139345.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:25:00,139345.0,139410.0,139135.0,139145.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:30:00,139145.0,139330.0,139060.0,139095.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:35:00,139090.0,139095.0,138890.0,139040.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:40:00,139045.0,139235.0,138935.0,139025.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:45:00,139020.0,139140.0,138930.0,139040.0,0,0.0,0,0.0,0.0,30000.0
2025-06-23 10:50:00,139035.0,139055.0,138905.0,138950.0,-1,-55.0,0,-265.0,-55.0,29945.0
2025-06-23 10:55:00,138955.0,139005.0,138845.0,138970.0,0,0.0,0,0.0,-55.0,29945.0
2025-06-23 11:00:00,138965.0,139075.0,138915.0,138940.0,-1,-57.0,0,-275.0,-112.0,29888.0
2025-06-23 11:05:00,138935.0,138940.0,138795.0,138860.0,-1,-73.0,0,-355.0,-185.0,29815.0
2025-06-23 11:10:00,138860.0,139100.0,138855.0,139045.0,0,0.0,0,0.0,-185.0,29815.0
