time,time_ent,type,position_id,magic,price_ent,volume,posi,time_ext,price_ext,profit,comment,delta_t,pts_final_demo,pts_final_real,lucro,cstrategy
2025-06-17 10:43:00,2025-06-17 10:48:00,0,2122307786,52455,139405.0,1.0,long,2025-06-17 10:51:40,139305.0,-20.0,,3.6666666666666665,100.0,-100.0,-20.5,-20.5
2025-06-17 10:44:00,2025-06-17 10:49:00,0,2122310445,52455,139445.0,1.0,long,2025-06-17 10:51:40,139305.0,-28.0,,2.6666666666666665,140.0,-140.0,-28.5,-49.0
2025-06-17 10:45:00,2025-06-17 10:50:00,1,2122313127,52455,139375.0,1.0,short,2025-06-17 10:51:40,139310.0,13.0,,1.6666666666666667,65.0,65.0,12.5,-36.5
2025-06-17 10:46:00,2025-06-17 10:51:01,1,2122315892,52455,139315.0,1.0,short,2025-06-17 10:51:40,139310.0,1.0,,0.65,5.0,5.0,0.5,-36.0
2025-06-17 10:50:00,2025-06-17 10:55:00,1,2122327386,52455,139320.0,1.0,short,2025-06-17 11:21:13,139065.0,51.0,,26.216666666666665,255.0,255.0,50.5,14.5
2025-06-17 11:20:00,2025-06-17 11:25:00,1,2122420544,52455,138990.0,1.0,short,2025-06-17 14:28:41,138480.0,102.0,,183.68333333333334,510.0,510.0,101.5,116.0
2025-06-17 11:30:00,2025-06-17 11:35:00,1,2122451750,52455,138980.0,1.0,short,2025-06-17 14:28:41,138480.0,100.0,,173.68333333333334,500.0,500.0,99.5,215.5
2025-06-17 11:40:00,2025-06-17 11:45:00,1,2122481416,52455,138930.0,1.0,short,2025-06-17 14:28:41,138480.0,90.0,,163.68333333333334,450.0,450.0,89.5,305.0
2025-06-17 11:50:00,2025-06-17 11:55:00,1,2122511053,52455,138760.0,1.0,short,2025-06-17 14:28:41,138480.0,56.0,,153.68333333333334,280.0,280.0,55.5,360.5
2025-06-17 15:05:00,2025-06-17 15:10:00,0,2123017720,52455,138670.0,1.0,long,2025-06-17 15:12:51,138680.0,2.0,,2.85,10.0,10.0,1.5,362.0
2025-06-17 15:20:00,2025-06-17 15:25:00,0,2123063000,52455,138625.0,1.0,long,2025-06-17 17:54:00,138805.0,36.0,,149.0,180.0,180.0,35.5,397.5
2025-06-17 15:25:00,2025-06-17 15:30:00,1,2123079792,52455,138520.0,1.0,short,2025-06-17 16:36:14,138920.0,-80.0,[sl 138920],66.23333333333333,400.0,-400.0,-80.5,317.0
2025-06-17 15:35:00,2025-06-17 15:40:00,1,2123109053,52455,138505.0,1.0,short,2025-06-17 16:36:14,138905.0,-80.0,[sl 138905],56.233333333333334,400.0,-400.0,-80.5,236.5
2025-06-17 15:45:00,2025-06-17 15:50:00,0,2123137037,52455,138580.0,1.0,long,2025-06-17 17:54:00,138805.0,45.0,,124.0,225.0,225.0,44.5,281.0
2025-06-17 15:50:00,2025-06-17 15:55:00,0,2123148105,52455,138660.0,1.0,long,2025-06-17 17:54:00,138805.0,29.0,,119.0,145.0,145.0,28.5,309.5
2025-06-17 15:55:00,2025-06-17 16:00:00,0,2123160047,52455,138680.0,1.0,long,2025-06-17 17:54:00,138805.0,25.0,,114.0,125.0,125.0,24.5,334.0
2025-06-17 16:10:00,2025-06-17 16:15:00,1,2123194615,52455,138585.0,1.0,short,2025-06-17 16:37:45,138990.0,-81.0,[sl 138990],22.75,405.0,-405.0,-81.5,252.5
2025-06-17 16:15:00,2025-06-17 16:20:00,0,2123209091,52455,138595.0,1.0,long,2025-06-17 17:54:00,138805.0,42.0,,94.0,210.0,210.0,41.5,294.0
2025-06-17 16:20:00,2025-06-17 16:25:00,1,2123225672,52455,138550.0,1.0,short,2025-06-17 16:37:23,138950.0,-80.0,[sl 138950],12.383333333333333,400.0,-400.0,-80.5,213.5
2025-06-17 16:25:00,2025-06-17 16:30:00,1,2123244101,52455,138505.0,1.0,short,2025-06-17 16:36:14,138905.0,-80.0,[sl 138905],6.233333333333333,400.0,-400.0,-80.5,133.0
2025-06-17 16:30:00,2025-06-17 16:35:00,0,2123264954,52455,138735.0,1.0,long,2025-06-17 17:54:00,138805.0,14.0,,79.0,70.0,70.0,13.5,146.5
2025-06-17 16:35:00,2025-06-17 16:40:00,0,2123289620,52455,138890.0,1.0,long,2025-06-17 17:54:00,138805.0,-17.0,,74.0,85.0,-85.0,-17.5,129.0
2025-06-17 16:45:00,2025-06-17 16:50:00,0,2123331783,52455,138840.0,1.0,long,2025-06-17 17:54:00,138805.0,-7.0,,64.0,35.0,-35.0,-7.5,121.5
2025-06-17 16:55:00,2025-06-17 17:00:00,0,2123368996,52455,138940.0,1.0,long,2025-06-17 17:54:00,138805.0,-27.0,,54.0,135.0,-135.0,-27.5,94.0
2025-06-17 17:10:00,2025-06-17 17:15:00,0,2123410325,52455,138875.0,1.0,long,2025-06-17 17:54:00,138805.0,-14.0,,39.0,70.0,-70.0,-14.5,79.5
2025-06-17 17:25:00,2025-06-17 17:30:00,0,2123453448,52455,138895.0,1.0,long,2025-06-17 17:54:00,138805.0,-18.0,,24.0,90.0,-90.0,-18.5,61.0
2025-06-17 17:30:00,2025-06-17 17:35:00,0,2123467177,52455,138990.0,1.0,long,2025-06-17 17:54:00,138805.0,-37.0,,19.0,185.0,-185.0,-37.5,23.5
