time,time_ent,type,position_id,magic,price_ent,volume,posi,time_ext,price_ext,profit,comment,delta_t,pts_final_demo,pts_final_real,lucro,cstrategy
2025-06-24 12:20:00,2025-06-24 12:25:00,0,2129087026,9783,140620.0,1.0,long,2025-06-24 17:53:59,139480.0,-228.0,,328.98333333333335,1140.0,-1140.0,-228.5,-228.5
2025-06-24 13:00:00,2025-06-24 13:05:00,1,2129153584,9783,140445.0,1.0,short,2025-06-24 17:54:00,139485.0,192.0,,289.0,960.0,960.0,191.5,-37.0
2025-06-24 13:40:00,2025-06-24 13:45:00,0,2129213373,9783,140570.0,1.0,long,2025-06-24 17:54:00,139480.0,-218.0,,249.0,1090.0,-1090.0,-218.5,-255.5
2025-06-24 13:55:00,2025-06-24 14:00:00,1,2129230249,9783,140350.0,1.0,short,2025-06-24 17:54:00,139485.0,173.0,,234.0,865.0,865.0,172.5,-83.0
2025-06-25 10:10:00,2025-06-25 10:15:00,0,2129899857,9783,138845.0,1.0,long,2025-06-25 17:54:00,137835.0,-202.0,,459.0,1010.0,-1010.0,-202.5,-285.5
2025-06-25 10:30:00,2025-06-25 10:35:04,1,2130055836,9783,138600.0,1.0,short,2025-06-25 17:54:00,137840.0,152.0,,438.93333333333334,760.0,760.0,151.5,-134.0
2025-06-25 11:15:00,2025-06-25 11:20:00,0,2130304347,9783,138640.0,1.0,long,2025-06-25 17:54:00,137835.0,-161.0,,394.0,805.0,-805.0,-161.5,-295.5
2025-06-25 11:30:00,2025-06-25 11:35:00,0,2130381646,9783,138660.0,1.0,long,2025-06-25 17:54:00,137835.0,-165.0,,379.0,825.0,-825.0,-165.5,-461.0
2025-06-25 11:55:00,2025-06-25 12:00:00,1,2130491668,9783,138465.0,1.0,short,2025-06-25 17:54:00,137840.0,125.0,,354.0,625.0,625.0,124.5,-336.5
2025-06-25 12:20:00,2025-06-25 12:25:00,1,2130612541,9783,137940.0,1.0,short,2025-06-25 17:54:00,137840.0,20.0,,329.0,100.0,100.0,19.5,-317.0
2025-06-25 12:40:00,2025-06-25 12:45:00,0,2130728070,9783,138285.0,1.0,long,2025-06-25 17:54:00,137835.0,-90.0,,309.0,450.0,-450.0,-90.5,-407.5
2025-06-25 13:00:00,2025-06-25 13:05:00,0,2130805576,9783,138420.0,1.0,long,2025-06-25 17:54:00,137835.0,-117.0,,289.0,585.0,-585.0,-117.5,-525.0
2025-06-25 13:30:00,2025-06-25 13:35:00,0,2130894340,9783,138560.0,1.0,long,2025-06-25 17:54:00,137835.0,-145.0,,259.0,725.0,-725.0,-145.5,-670.5
2025-06-25 13:40:00,2025-06-25 13:45:00,0,2130918901,9783,138595.0,1.0,long,2025-06-25 17:54:00,137835.0,-152.0,,249.0,760.0,-760.0,-152.5,-823.0
2025-06-26 10:05:00,2025-06-26 10:10:00,1,2131748017,9783,138455.0,1.0,short,2025-06-26 17:54:00,139325.0,-174.0,,464.0,870.0,-870.0,-174.5,-997.5
2025-06-26 10:25:00,2025-06-26 10:30:00,0,2131842072,9783,139045.0,1.0,long,2025-06-26 17:54:00,139320.0,55.0,,444.0,275.0,275.0,54.5,-943.0
2025-06-26 11:05:00,2025-06-26 11:10:00,0,2132038034,9783,139125.0,1.0,long,2025-06-26 17:54:00,139320.0,39.0,,404.0,195.0,195.0,38.5,-904.5
2025-06-26 11:15:00,2025-06-26 11:20:00,0,2132071808,9783,139255.0,1.0,long,2025-06-26 17:54:00,139320.0,13.0,,394.0,65.0,65.0,12.5,-892.0
2025-06-26 11:30:00,2025-06-26 11:35:00,0,2132123368,9783,139340.0,1.0,long,2025-06-26 17:54:00,139320.0,-4.0,,379.0,20.0,-20.0,-4.5,-896.5
2025-06-26 11:40:00,2025-06-26 11:45:00,0,2132157853,9783,139530.0,1.0,long,2025-06-26 17:54:00,139320.0,-42.0,,369.0,210.0,-210.0,-42.5,-939.0
2025-06-26 12:20:00,2025-06-26 12:25:00,0,2132265083,9783,139550.0,1.0,long,2025-06-26 17:54:00,139320.0,-46.0,,329.0,230.0,-230.0,-46.5,-985.5
2025-06-26 12:35:00,2025-06-26 12:40:00,0,2132312906,9783,139540.0,1.0,long,2025-06-26 17:54:00,139320.0,-44.0,,314.0,220.0,-220.0,-44.5,-1030.0
2025-06-26 13:15:00,2025-06-26 13:20:00,0,2132404546,9783,139630.0,1.0,long,2025-06-26 17:54:00,139320.0,-62.0,,274.0,310.0,-310.0,-62.5,-1092.5
2025-06-26 13:40:00,2025-06-26 13:45:00,0,2132445374,9783,139700.0,1.0,long,2025-06-26 17:54:00,139320.0,-76.0,,249.0,380.0,-380.0,-76.5,-1169.0
2025-06-27 11:30:00,2025-06-27 11:35:00,1,2133783574,9783,138985.0,1.0,short,2025-06-27 17:53:59,139145.0,-32.0,,378.98333333333335,160.0,-160.0,-32.5,-1201.5
2025-06-27 12:05:00,2025-06-27 12:10:00,0,2133939041,9783,139220.0,1.0,long,2025-06-27 17:53:59,139140.0,-16.0,,343.98333333333335,80.0,-80.0,-16.5,-1218.0
2025-06-27 12:30:00,2025-06-27 12:35:00,1,2134032383,9783,138945.0,1.0,short,2025-06-27 17:54:00,139145.0,-40.0,,319.0,200.0,-200.0,-40.5,-1258.5
2025-06-27 12:45:00,2025-06-27 12:50:00,0,2134095577,9783,139350.0,1.0,long,2025-06-27 17:54:00,139140.0,-42.0,,304.0,210.0,-210.0,-42.5,-1301.0
2025-06-27 13:35:00,2025-06-27 13:40:00,1,2134263473,9783,139330.0,1.0,short,2025-06-27 17:54:00,139145.0,37.0,,254.0,185.0,185.0,36.5,-1264.5
